X397_Dendritic.cells	X261_NK.cells	X607_T.cells	X501_T.cells	X383_Dendritic.cells	X331_Dendritic.cells	X1396_T.cells	X1446_Dendritic.cells	X669_NK.cells	X1129_NK.cells	X766_T.cells	X685_NK.cells	X1433_NK.cells	X349_Dendritic.cells	X1438_NK.cells	X138_T.cells	X285_NK.cells	X297_NK.cells	X123_NK.cells	X380_Dendritic.cells	X128_T.cells	X279_NK.cells	X1239_Dendritic.cells	X698_NK.cells	X65_Dendritic.cells	X378_Dendritic.cells	X1313_Dendritic.cells	X730_NK.cells	X67_Dendritic.cells	X675_NK.cells	X1268_Dendritic.cells	X1481_NK.cells	X870_T.cells	X355_Dendritic.cells	X72_Dendritic.cells	X12_NK.cells	X719_NK.cells	X655_NK.cells	X723_NK.cells	X654_NK.cells	X1418_T.cells	X1412_T.cells	X691_NK.cells	X207_T.cells	X20_Dendritic.cells	X413_Dendritic.cells	X681_NK.cells	X251_NK.cells	X871_T.cells	X663_NK.cells	X1201_Dendritic.cells	X1262_Dendritic.cells	X468_Dendritic.cells	X217_T.cells	X1212_Dendritic.cells	X293_NK.cells	X411_Dendritic.cells	X593_T.cells	X426_Dendritic.cells	X347_Dendritic.cells	X283_NK.cells	X768_T.cells	X1217_Dendritic.cells	X632_T.cells	X455_Dendritic.cells	X439_Dendritic.cells	X456_Dendritic.cells	X263_NK.cells	X1296_Dendritic.cells	X412_Dendritic.cells	X1247_Dendritic.cells	X187_T.cells	X665_NK.cells	X306_NK.cells	X1228_Dendritic.cells	X1225_Dendritic.cells	X296_NK.cells	X294_NK.cells	X718_NK.cells	X373_Dendritic.cells	X613_NK.cells	X302_Dendritic.cells	X674_NK.cells	X850_T.cells	X422_Dendritic.cells	X736_NK.cells	X1216_Dendritic.cells	X1055_NK.cells	X474_Dendritic.cells	X1309_NK.cells	X386_Dendritic.cells	X1331_T.cells	X913_NK.cells	X1213_Dendritic.cells	X706_NK.cells	X679_NK.cells	X449_Dendritic.cells	X1379_T.cells	X1378_T.cells	X1303_Dendritic.cells	X245_Dendritic.cells	X1366_T.cells	X362_Dendritic.cells	X678_NK.cells	X1449_NK.cells	X312_NK.cells	X1435_Dendritic.cells	X1361_T.cells	X358_Dendritic.cells	X28_T.cells	X141_T.cells	X250_NK.cells	X227_NK.cells	X326_Dendritic.cells	X230_NK.cells	X1324_Dendritic.cells	X385_Dendritic.cells	X1437_NK.cells	X428_Dendritic.cells	X105_T.cells	X1223_Dendritic.cells	X838_T.cells	X695_NK.cells	X1436_Dendritic.cells	X1386_T.cells	X239_NK.cells	X391_Dendritic.cells	X13_Dendritic.cells	X368_NK.cells	X687_NK.cells	X708_NK.cells	X1329_T.cells	X260_NK.cells	X1248_Dendritic.cells	X275_NK.cells	X418_NK.cells	X595_T.cells	X811_T.cells	X1294_Dendritic.cells	X647_NK.cells	X605_T.cells	X1447_NK.cells	X337_NK.cells	X733_NK.cells	X661_NK.cells	X538_T.cells	X327_Dendritic.cells	X36_T.cells	X1320_Dendritic.cells	X216_T.cells	X82_Dendritic.cells	X1205_Dendritic.cells	X712_NK.cells	X357_Dendritic.cells	X1300_Dendritic.cells	X845_T.cells	X336_Dendritic.cells	X726_NK.cells	X1282_Dendritic.cells	X107_T.cells	X1066_NK.cells	X1226_Dendritic.cells	X22_NK.cells	X177_T.cells	X1348_T.cells	X206_T.cells	X237_NK.cells	X1221_Dendritic.cells	X495_T.cells	X701_NK.cells	X877_T.cells	X1417_T.cells	X1427_Dendritic.cells	X1288_Dendritic.cells	X1258_Dendritic.cells	X314_NK.cells	X690_NK.cells	X916_NK.cells	X328_Dendritic.cells	X91_Dendritic.cells	X725_NK.cells	X590_T.cells	X1439_NK.cells	X1469_NK.cells	X541_T.cells	X333_Dendritic.cells	X142_T.cells	X1424_T.cells	X648_NK.cells	X857_T.cells	X756_T.cells	X147_T.cells	X354_Dendritic.cells	X241_NK.cells	X752_T.cells	X259_NK.cells	X540_T.cells	X1002_NK.cells	X252_NK.cells	X266_NK.cells
F2R	0	0	0	0	0	0	0	0	9.576296969	0	0	6.943998162	0	0	4.743830297	0	0	0	0	0	0	0	0	1.462240075	0	0	0	0	0	0	0	0	8.206215041	0	1.695350782	0.773678402	4.820943961	9.071319514	0	0	0	0	1.353015642	8.74178824	0	1.444100734	0	0	6.391900304	9.712210014	0	0	0	0	0	10.98289824	7.981777491	7.032635239	0	0	4.105266244	1.729521998	0.765630318	0	0	1.018892895	0	0	0	0	0	0	0	3.197929119	0	0	0	0	0	0	1.300379356	0	7.676499482	0	0	0	0	0	0	0	1.494049017	0	0	1.74004889	0	2.648462242	0	0	1.198624873	0	0	1.142276404	0	3.233999775	0	0	0	2.153097988	0	0	0	0	6.371040856	0	0	0	0	0	1.289420923	7.918959682	0	1.257402158	3.536921786	0	0	0	0	0	0	0	9.019946014	0	1.645775096	0	0	0	0	0	0	8.888219516	0	4.683230922	0	8.623468462	8.835302835	8.689001014	0	0.835048875	0	0	0	0	0	0	0	9.950664909	0	0	0	0	0	0	3.407727462	7.26897901	0	5.300007308	0	0	0	7.151793711	0	0	0	0	0	0	0	0	0	0	0	8.758591427	8.156169395	7.761304616	2.957932583	0	2.178272497	0	7.692470886	5.631001615	4.234602671	0	0	0	0	0	0	9.026199376	1.809545884	0
VCAN	0.507019616	0.843531725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775189381	0	1.477961056	4.572457229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61567814	0	0	0.121294107	0	0	0	0	0	0.711630407	0	0	0	0	1.08164005	0.400464787	0	0	0	0.871129767	0	0	0	4.434883451	0	0	0	4.575122509	0	0	0	0	0	5.260311718	0	1.098321275	0	0	0	0.534977688	1.091394937	0	0	0	0	0	0	0	0	7.380055461	0	0	4.324256165	0	0	4.484962722	0.808826395	0	0	0	0	0	0	0	0	3.091172506	0	0.830356724	0	0	0	0	1.136292465	0	0	0	0	3.540624627	0	0	0	0	0	0	0.701586287	0	0	0	0	0	0	0	0	0	0	0.649557758	0	0	0	0	0	0.907602649	0	0	0	0	0	0.503773492	0	0	7.194047072	0	0	2.039668311	0	1.649934033	0	0	0	0	0	0.198480993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.309808148	0	0	0	0.669377012	0	0	0	0.469048211	0	0	0	0	0	0	0	0	0	0	0	0
ERAP1	2.82501331	0	0	6.684721592	0.637930769	3.742569216	0	0	0	1.192743003	0	4.051512423	5.429674485	0	0	8.315918621	4.095854055	1.634336053	0	2.730033003	3.620753284	0	0	0	0	2.314664505	2.075277138	0	0	9.051979577	0.968453284	0	0	4.309667128	8.920103579	0	0	8.025841758	8.076679843	0	0	7.099132868	2.064139628	0	3.731883998	0	0	3.295174477	0	0	6.76962382	1.466620905	4.485273472	7.175432973	1.600982327	0	2.188036608	8.27120996	4.179700266	4.672113319	1.912739043	6.405281929	4.609216054	9.600187205	0	7.0207487	1.775646105	0	4.663328024	4.33457158	5.650606088	9.261970419	0.731378265	5.678334982	6.999298141	0	3.478779762	0	6.007391595	0	0.998680143	1.813248897	6.767716115	6.149136582	6.851642756	0	4.838115585	8.06807425	0	5.430212152	1.163243535	0	5.006843311	5.879905559	8.375657145	5.510558583	0	2.372668361	0.913591369	5.616789822	0	4.257186212	0	4.236452352	0	0	0.788408926	0	0	1.692176192	1.094149003	0	0	1.584032965	0	0.520148004	3.783937436	0	0.989469589	0	0.517379565	2.261649701	0	0	0	1.258553596	0	6.548817556	0	0.723189133	1.973691603	7.970631257	6.271814441	0	3.388840247	0	4.531586656	0	2.212962096	1.326272907	0	0	0	1.0217405	0	3.616255067	5.099608054	2.604376096	4.257020585	7.425380892	0	6.290357563	1.002496545	0	3.079056472	6.361139976	3.931946626	4.307612429	0	3.305624009	8.214712485	5.618407178	0	0	8.978736953	0	5.136387989	4.60205729	0	4.129039777	5.249660225	0	0	3.917166996	0	9.062074876	0	7.38852907	4.73988029	0	0	3.867358083	0	0	0	0	3.038729349	6.774665545	1.535082626	1.681985963	0	0	1.653833011	0	0	6.043697104	0	1.624085556	0	0
GDF9	2.901289584	0	0	5.535152842	0	2.695536692	3.50436883	0	4.309023836	2.187324818	0	0	0	4.862621158	5.591556206	0	0	0	0	4.232778422	1.504729877	4.329650269	5.907657983	0	0	3.208050336	2.444314918	0	4.260573763	0	4.580228873	3.612133793	5.921917136	4.38566178	3.772591111	4.201619801	0	0	1.93627217	0	1.147372625	2.094798726	0	0	4.231949685	3.424619426	0	3.819975687	2.091020662	0	3.14383785	3.426425992	2.729747404	0	0	0	5.224189862	1.655203735	1.053622465	2.802098713	1.827018061	0	4.810979961	0	0	2.545884104	2.944963347	6.145248224	3.782480742	3.228035111	2.76748892	2.469516779	0	0	0	3.056795852	0	0	0	2.821649269	0	0	0	0	4.025881715	0	4.475067116	2.231283754	2.292720359	0	3.495710542	6.63165323	2.108404102	3.125200117	2.229929009	0	4.815363572	3.510578993	4.668426501	4.94252715	0	5.504740499	6.428167432	0	0	3.537318707	3.591660593	2.682398008	0	5.424442686	0	6.580602578	0	5.437821863	0	3.700454879	3.338162841	3.55577674	5.074239234	0	4.239260836	4.173864238	2.115823998	4.019562482	1.190068782	8.60659788	4.553681205	3.400804117	5.688998631	0	6.862066072	4.430437406	2.812258811	5.374232382	0	0	0	0	2.450887091	0	4.813593743	0	0	0	0	1.501560513	0	3.595662102	4.870669582	0	0	3.556994988	2.36762212	0	3.498005569	2.904538768	3.643817771	0	3.791211481	5.647807394	4.773739827	4.898431706	6.145765343	0	5.697053358	4.074013205	0	5.470924031	3.42586807	0	0	5.400835881	2.584491275	6.153710672	5.597488123	0	0	3.952232839	1.861306898	0	1.485774561	0	4.620870263	0	1.376383543	2.96917447	0	0	0	1.337085352	3.082590154	1.385456731	1.988085489	0	0	0	5.411203328	0	5.417012014	2.648861383
HBEGF	7.869267363	0	0	0	0	1.742594434	1.820802387	0	0	2.825817545	0	0	0	0	0	0	0	0	0	0	0	0	7.542443747	0	0	10.21314582	0	0	8.729000949	0	6.257807755	1.380238428	0	0	0	0	0	3.874085447	0	0	0	0	0	0	0	6.195675289	0	0	0	0	9.870485663	9.992159146	2.542479405	0	8.928873433	0	7.642289409	0	0	2.141463585	0	0	9.369892904	0	2.814443945	0	9.545373106	0	7.583498058	0	0	0	0	0	11.37102139	6.571021504	0	0	0	9.737659944	0	0	0	0	0	0	0	0	1.690279503	0	10.90530592	0	0	1.53148556	0	0	0	0	0	1.432453908	0	0	3.338302673	0	0	0	9.590101112	1.514484711	0	0	0	0	0	8.334280461	0	0	0	7.670883313	6.241787835	0	10.10612731	0	0	1.093324699	0	0	2.61743314	0	2.415155534	0	0	1.619335119	0	4.446578133	0	8.856699476	1.997982764	0	8.432301893	0	0	1.685473544	8.700769654	0	0	0	2.869133232	0	0	0	0	10.92524643	0	0	9.61403164	0	0	0	6.113101168	0	0	8.894400612	0	0	0	0	0	0	5.104317454	0	0	1.541047491	9.037540124	9.342306835	1.392240331	0	0	0	10.47163247	5.794849008	0	0	2.760755025	2.501566085	0	0	0	1.595969479	0	0	0	0	0	0	0	0	0	0	2.335721935	0
ADRB2	0	10.41786465	8.96138412	0	0	2.682332622	8.818286575	0	10.21992349	0	0	11.78475349	10.22684034	9.395611661	5.006332331	0	2.494196219	10.09593134	11.53930401	0	10.04356246	0	0	8.255461433	0	0	0	9.019981838	0	8.600384013	0	1.511567292	0	6.896434808	0	0	6.752616605	10.73549255	0	9.838660314	7.630300937	2.082844784	11.35215245	2.183231783	0	2.074144036	8.920426937	12.57602917	0	13.26691204	0	0	7.345257617	0	2.713860849	11.52176624	0	0	0	9.652457424	0	0	1.205569308	2.204139865	0	0	5.349443781	0	8.859895029	0	0	1.997517607	11.38231557	0	0	0	0	10.17853247	10.64247656	0	9.158560982	0	11.0991491	0	0	11.77119108	0	0	0	6.59185535	2.134151355	0	0	0	0	2.302504357	0	2.477960503	9.848205117	0	2.578836428	0	5.429557436	3.518464269	0	0	0	0	0	0	10.21248986	10.63479406	11.05900008	3.050528142	11.43917736	1.754532673	0	0	0	9.39701578	0	0	0	0	0	8.987181125	0	0	2.586025285	2.188866237	11.58087998	0	0	0	10.27055972	0	2.156330845	0	0	10.12162383	9.625877883	10.87427606	2.661271316	10.42033999	11.48273313	2.208989254	2.214459957	1.300209958	0	1.756271644	4.951326005	3.926452904	9.824219383	0	0	1.834773658	4.357645208	8.92418258	1.824224955	8.208902134	0	0	0	7.494466513	0	0	11.3930836	0	0	0	0	0	0	0	1.524217757	9.671689725	10.50079293	0	0	0	3.546912934	7.084919938	0	9.361770556	0	5.710265705	0	6.198042052	10.70761413	0	0	2.067069616	2.78036687	11.51218954	0	2.121704392	7.677659639	0	11.61972386	1.850984357
CSF1R	8.632419924	0	0	0	9.7449579	0	1.320304948	9.470536958	0	0	0	0	0	7.299110115	0	0	0	0	0	8.295797	0	0	7.222644991	0	0	7.528416357	0	0	4.408678403	0	8.477189355	0	0	8.137804454	1.649893429	0	0	0	0	0	0	1.409660958	0	0	0	1.402562634	0	0	0	0	2.575757312	6.357237951	8.877347602	2.339019616	4.387234221	0	0	0	0	1.593103316	0	0	7.960501775	1.509423113	6.801950391	9.555366147	8.853195629	0	8.484491942	8.027678704	0.880096497	0	1.510166824	0	7.938573411	7.210045402	0	0	1.490158448	7.983218463	0	0	0	0	0	0	5.3796354	0	10.06876284	0	9.359591125	0	0	7.159371414	0	0	8.503358001	0	1.161621729	4.465415688	0	0	7.482130094	0	0	0	7.069835268	0	0	0	0	0	0	7.949158419	0	7.086449618	8.194208301	8.697298547	8.35120126	0	8.996140158	0	0	5.771104972	1.200392692	0	0	3.956642109	8.219986726	0	0	0	0	5.39212139	0	9.156544613	0	0	6.057607922	0	0	1.208021483	6.418147652	0	0	0	0	0	6.101003397	0	2.610833226	7.470331483	0	6.872938719	8.17274187	0	5.027350934	1.526094059	1.202162646	0	0	7.743720388	0	0	0	0	0	7.241700461	0	0	0	0	5.418224215	8.978921789	0.971218829	0	0	0	8.726984337	4.58608686	0	0	0	0	0	8.005478139	0	0	0	0	0	0	7.416033934	0	0	0	0	0	0	8.401016018
PDGFRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.295506422	0	0	1.317410444	0	7.32555116	10.1136449	0	0	3.979976715	0	0	0	0	0	0	0	0	1.489147338	0	0	0	0	0	0	0	0	0	0	5.027843947	0	0	0	0	0	0	0	3.706847685	0	1.328208624	0	0	9.32674152	0	0	0	0	0	0	0	0	1.566054831	0	0	0	0	0	0	0	0	8.43053721	0	0	0	4.868611147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.046381311	0	0	0	0	0	0	0	0	0	0	0.848519562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.269805372	0	0	0	0	0	0	0	0	0	6.029665734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.105145787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.977386725	0	0	0	0	0	0	0	0	0	8.379918945	0
HAVCR2	8.608991552	3.188765172	0	0	8.527587409	8.600147735	0	9.477436486	9.536499002	8.011631421	0	8.821654487	0	0	6.948555663	8.754924283	0	9.633153384	7.470363754	4.7493449	0	0	8.047308069	4.130385077	0	8.017016599	8.625449669	9.987029541	8.76797967	0	8.185900765	7.484765121	0	7.25221034	0	1.079032685	10.61643951	2.426297372	0	0	0	0	0	0	7.550216692	5.173017941	0	2.04152732	9.335542002	0	9.170048528	0	7.236998999	0	3.908676821	2.745111363	1.397631514	0	9.332814172	4.780727974	3.243739247	2.211492076	8.491654044	0	0	6.065630286	0	2.677139252	8.521388856	0	0	0	0	0	6.631785242	7.846980175	0	0	7.436753446	2.125561917	0	0	4.907714367	0	6.645834069	2.523904191	7.724956938	0	8.266273955	8.892786616	1.944310538	2.160976903	0	8.667085859	0	8.956431516	6.127429814	0	0	8.65270632	0	0	0	10.26621483	12.02441416	0	6.922571233	1.486429361	8.667224528	0	1.851146769	0	0	0	0	7.496315335	9.0533524	0	8.477877308	0	8.458994889	0	0	6.018002012	0	2.070395133	4.205183146	0.913170537	0	9.786894346	0	0	0	8.378351675	10.15117105	0	9.91541379	2.2718842	7.500774254	0	3.693292438	0	7.258965363	10.30803441	8.638512892	0	9.09983975	1.790025624	6.115422397	0	0	8.592301055	10.94246662	7.116596311	7.592462629	2.409936594	1.899661134	0	5.584336435	0	0	8.067485914	5.328650357	0	0	0	10.63997768	6.568573364	0	2.820788222	0	0	1.6217002	5.43105039	8.518842168	0	2.155973083	3.409903998	8.543569801	0	10.83775384	0	10.48241713	1.326697513	0	7.944299155	0	0	0	3.106545217	0	0	2.568751981	9.951341118	0	0	6.769938086	0	9.662111516	6.396824291
HRH2	0	0	0	0	5.98196898	0	0	2.087251504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.061485501	0	0	5.056225272	0	0	0	0	2.755709129	0	0	0	0	0	0	0	0	0	0	0	0	0	4.042807895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.473497599	3.284876799	0	3.536035616	0	0	0	0	0	1.679030143	4.330073981	0	0	0	0	0	0	0	0	4.24505634	0	0	0	1.43126983	0	3.606734517	0	0	2.757515666	0	0	0	0	0	4.602906532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.761767113	5.602373736	0	0	0	1.354166996	0	0	0	0	0	0	0.759937448	0	0	0	0	0	0	0	0	0	0	1.297425577	0	0	0	0	0	0	1.761582566	0	0	3.229995969	0	0	0	0	0	0	0	3.259670559	0	4.00803507	0	0	3.809853857	0	0	0	0	0	0	0	0	0	0	0	4.979235025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY86	0	0	0	0	9.266057523	0	2.962439834	0	0	0	0	0	0	3.798269143	0	0	0	0	0	0	0	0	8.355734713	0	0	0	9.601633274	0	4.145664728	0	9.720753167	2.406129395	0	0	9.036062793	0	0	0	0	0	0	3.090600009	0	0	9.282941782	0	0	0	0	0	9.920720845	10.44123455	0	0	0	0	0	0	9.77499648	7.372941059	0	0	9.732494765	0	0	5.358912416	10.43759562	0	7.281904265	3.789006108	0	0	0	0	5.000683112	7.495559338	0	0	0	5.827674156	0	8.003170947	0	0	0	0	7.186095294	0	9.635951566	0	8.407761992	0	0	8.455291709	0	0	9.257203013	0	0	9.744631991	0	0	0	0	0	0	7.886261759	0	6.284252804	0	0	0	0	9.083668293	4.005951992	7.862003042	0	9.314748729	8.91600195	0	10.26283457	0	0	9.634328584	0	3.299605595	7.043341394	9.148325566	0	0	3.364491253	0	0	9.810084392	0	0	0	0	7.455600291	0	0	0	0	0	0	0	9.105402892	0	0	0	0	0	0	0	8.542602493	0	9.069021251	0	10.18483091	0	0	7.604569268	0	0	2.715382995	0	3.22489868	6.608906402	0	0	0	0	8.591616604	8.974025068	9.092373541	0	0	0	6.85774902	11.93216282	0	0	0	0	0	9.096145617	0	0	0	0	0	0	9.443972931	0	0	0	0	0	0	0
GABBR1	5.307646738	0	0	0	0	0	0	0	0	0	0	2.116096786	0	0	0	0	0	0	0	0	0	0	5.388332737	0	0	3.58585027	0	0	0	0	0	0	0	3.198474047	0	0	0	0	0	0	0	0	0	0	0	2.415628579	0	0	0	0	0.522309363	2.161309626	0	0	0	0	2.170607197	0	0	0	0	5.604470537	4.953466641	0	0	0	0	0	3.434742609	0	10.26131431	0	0	0	0	0	0	0	0.844255023	0	0	2.033707614	0	5.776710581	0	0	0	1.068257018	1.109381446	8.123431668	0	0	0	9.202505719	0	0	0	0	0	0	0	0	0	0	0	0	0.53355176	0	0	0	0	0	0	0	0	0	1.010321165	7.386286628	0	0	3.247067262	0	0	0	0	0	6.364979021	7.246938221	0	0	0	0	0	4.012388182	0	0	1.354043212	0	5.850209149	1.513710169	0	0	1.764289662	0	0	0	6.535600374	0	0	0	0	3.785183539	0	0	0	0	5.231557273	0	0	0	0	0	0	0	0	0	0	4.608557339	0	0	0	0	0	0	0	0	0	0	3.669535732	0	0	0	0	0.489454675	6.961792519	0	0	0	0	0	4.270190898	0	5.031434638	0	0	0	0	0	0	0
HLA-F	6.592629661	7.328689906	9.698761139	8.962789366	3.666280842	8.429790708	8.985880345	5.233765624	8.493607943	6.938990429	1.261496886	8.427882391	8.941343965	0	9.936703315	2.90166475	8.618608417	0	8.512105525	0	0	8.712026078	3.932855794	5.881095601	9.939770067	7.429447517	7.752461479	0	7.333936841	8.287979394	5.389399869	8.202744193	6.73599918	0	3.411043036	9.380413952	0	5.630450839	0	7.828678293	8.436857517	6.65272824	0	0	7.890322133	0	2.987240109	9.427301557	2.575640066	0	8.232119647	5.624748965	0	0	2.890501921	0	7.227542132	7.060462261	6.036889344	0	8.918013041	0	6.704752846	8.770397655	0	6.38336186	8.273458336	2.233869815	6.254023987	0	8.924641801	10.2264952	10.22803562	7.16256397	8.547175284	6.36715589	10.5477304	0	10.44932254	6.723486533	8.516833733	0	0	1.05801554	7.824488188	7.108359739	5.134020281	5.478345563	0	6.982077474	2.295930123	8.233219604	5.91215454	4.512929469	1.265527317	7.16165074	1.666682906	9.674024742	10.41147562	6.709047598	1.542510831	8.478982512	2.335511539	8.482363824	10.29509902	3.50829776	6.422977001	9.244289266	7.847049858	8.836604164	8.966534511	5.873976985	8.52236888	5.539944766	8.34527243	4.40818095	0	0	0	7.581474935	7.718144944	9.987653368	8.912111733	8.183722348	8.948520115	2.777715969	7.589485386	0.489714425	0	9.987684973	9.067998056	7.722374922	7.113670989	7.046475126	10.33914366	6.066691972	7.419575532	1.460742004	8.858342481	10.199341	9.573753501	5.075393409	2.349430626	8.040100041	9.246475469	8.238332635	4.858183601	10.39372052	5.611236075	8.229127868	3.116922388	1.899669326	8.520302305	1.776091723	6.279318762	1.572616444	0	1.935338428	7.654406064	9.299924659	3.601679479	7.811588659	6.41585033	7.625523355	5.219474554	8.509058704	7.475055329	7.193049371	0	8.761597157	0	10.04425745	7.607976602	8.544434338	8.301402126	5.999602215	9.748123283	7.380367435	7.142085025	2.984932788	8.193826325	8.576038762	10.16929176	9.344713334	10.08893579	5.263760454	0	8.74424421	9.572648337	9.122253272	9.247478211	8.695074146	4.811957681	0	7.580393506	6.917469768	8.339953219	0	10.02736581	8.303113052
HLA-G	3.285442293	4.420602108	3.712778715	3.533318924	1.145337985	2.094866631	4.078365066	3.79759022	2.803374546	4.018040707	2.429800141	4.058293556	3.72622681	2.458629087	3.915008911	3.573425816	2.915975595	2.990823828	2.465984636	1.871103861	2.430424556	3.478244286	3.086734671	2.308886975	3.818667311	1.896702103	2.656961926	2.822572253	1.282336108	3.040736378	2.381962867	2.80087839	3.752473662	1.500242203	1.413822316	4.300607563	3.196969667	8.13181442	3.148752853	2.536603776	4.568680099	4.112465783	2.833722596	2.399676004	3.761078238	3.017158282	2.209966493	2.000315735	4.443578143	6.415663604	2.506375952	3.421527231	2.452876776	2.963334286	0	5.189609026	3.008492418	2.39581452	3.70068136	2.307169278	3.105918075	4.622943951	1.861678751	2.913676654	4.859027593	1.545661213	2.669667537	2.768813436	2.427341555	2.115294574	3.613757601	2.746475909	2.914670812	1.333331849	2.950643815	6.410164348	1.629715293	3.891801307	3.139161592	3.616196309	1.901418565	0	3.421651231	3.247111943	3.054110019	3.333563708	2.150342335	3.603359833	2.212150793	3.224172533	1.233166291	3.927926361	3.677002355	3.080953841	3.785218051	1.360277513	2.61400161	3.589742615	4.943266797	2.872995528	1.015222743	4.592235017	0	4.213844236	5.029270183	2.208293683	0.841902025	3.392759232	4.181095915	3.906928234	3.613846786	2.466100897	3.761456871	1.677770608	3.142665826	1.95120554	2.345490622	1.929531637	3.011052161	3.808057407	0.956138356	3.643755436	3.361858791	2.321769635	5.006313701	3.117607422	4.170829613	2.699419056	2.816228356	3.936719418	3.70982516	3.409100441	4.731681569	2.623863683	4.095818748	0	3.964801027	2.701131181	3.907745483	7.054434084	2.74788246	4.490603555	1.642637401	3.334079499	6.552983346	4.647661983	3.397963754	6.029602107	1.009068101	3.19021145	3.181754351	0	3.338063984	3.394853893	3.290852719	3.087809365	3.34268857	3.5954327	2.024545195	3.810523539	3.830130166	1.472284645	5.391560441	3.935498267	2.931224653	2.873063928	3.80947367	2.96545169	2.770133852	3.814993984	4.187308106	4.056108662	2.801253138	2.847148559	2.96297721	1.442287203	3.558158971	2.78253774	3.058231767	0	3.719702048	3.611519709	4.097003203	3.11286895	1.829849935	2.689479894	4.556014089	2.968390965	5.943597064	3.850007148	4.319440094	1.183547847	2.523428659	0	4.749089266	2.520046136	4.009636332	0	3.088737474	4.28413077
HLA-A	10.6915114	11.53565359	10.87894628	11.72996887	9.939784091	9.905043556	12.78502264	10.71532396	10.83711598	12.48866465	12.68397517	11.45085036	12.28222705	11.17288973	12.68145386	11.51248476	12.61015683	11.40577648	12.48085313	10.26314673	11.55797004	12.20379112	10.24219582	10.45150953	6.787227395	9.685376112	10.90577392	11.03335159	8.738370045	11.24494352	10.77117995	11.78389673	12.27268406	9.194035214	9.011252128	10.93150344	11.28506735	13.54619723	12.09161877	11.94556906	11.73954979	12.86520256	10.5984198	11.06826634	11.03083483	9.642887839	11.01493885	11.80359421	13.69878858	11.77622305	10.98050691	11.12716727	10.64435518	11.20850973	11.84004395	12.22279137	11.24944267	10.6560668	9.903516133	11.45076115	11.59415663	13.01055647	10.70006742	12.33754673	11.68060587	10.68638656	10.07853258	11.74380887	11.35714687	10.23252274	12.44109245	11.97950067	11.84679295	11.6089748	11.13659085	10.5670711	11.89937172	7.532029843	11.89308425	9.303160172	9.116145879	10.30674886	11.84952617	12.34368108	10.68280709	12.28929105	9.775525529	12.45422344	9.078584226	11.91494611	9.704670563	12.35267315	12.78265938	10.7253977	11.81150992	11.18047815	11.40010568	12.35940265	12.94267981	10.1006829	10.05196084	12.71904319	10.99051853	12.21268552	13.52219117	11.64824742	10.49436989	11.81786202	10.31090582	12.01473688	11.39438781	11.98661573	12.67615718	11.25382295	6.835173216	10.09918807	10.62039185	10.81102609	9.965976761	12.1653937	10.31705319	12.23526661	11.13639658	10.77568776	12.52584903	12.04991684	8.993877706	9.374970291	11.16169381	12.1340261	10.74114369	11.67588418	11.14498375	10.44136692	12.57136323	12.04596127	12.14233049	12.02899472	11.5757464	12.42278261	11.52083532	12.28845038	10.49058675	11.57647943	13.81570771	11.48645289	10.68265277	13.04602893	9.987595618	11.63418904	11.3380561	9.630418759	11.77467147	8.565644409	11.71521191	12.59759686	10.43290196	12.10397752	10.65751241	11.0271731	11.97710955	10.62001373	12.92821958	10.93926129	11.92138235	11.60954779	12.14224265	10.26319125	11.49028934	12.12965396	12.62852197	12.64373211	10.87956025	10.9594515	11.03247246	11.20859329	11.29691499	11.91012988	10.24803143	10.99621485	12.32075974	10.7972119	12.85616025	11.84284289	12.44198586	10.95353586	12.05004084	11.62990462	12.0353816	11.51163774	12.03498154	11.28349262	10.69048887	12.77395446	12.36451008	11.72546181	12.435825	11.42825507	11.01458509	12.02664288
